Gene	Length
ACLY	5208
RP11-229E13.4	156
ODAD4	3370
CNP	7413
DNAJC7	12944
NKIRAS2	5545
ZNF385C	5198
C17orf113	3733
DHX58	3824
KAT2A	3775
CTD-2132N18.3	1199
HSPB9	549
RAB5C	2759
RAB5C-AS1	425
KCNH4	3788
HCRT	577
GHDC	4019
STAT5B	6438
RP11-358B23.6	1638
RP11-358B23.5	496
AC003104.1	1496
RP11-358B23.7	819
STAT5A	6385
STAT3	11208
CAVIN1	3570
RNU7-97P	62
ATP6V0A1	10926
MIR548AT	58
RP11-194N12.2	684
RP11-400F19.18	1736
MIR5010	120
PTP4A2P1	478
NAGLU	2935
RP11-400F19.8	594
HSD17B1P1	955
HSD17B1-AS1	2313
HSD17B1	1951
COASY	4032
MLX	4255
PSMC3IP	2578
RP11-400F19.19	542
RETREG3	5145
RP11-400F19.12	535
TUBG1	4316
ATP5MGP7	310
HMGB3P27	561
TUBG2	2793
PLEKHH3	4803
CCR10	2619
CTD-3193K9.4	542
CNTNAP1	6306
CTD-3193K9.3	719
EZH1	6988
MIR6780A	68
CTD-3193K9.1	345
CTD-3193K9.11	429
HMGN2P15	270
RAMP2-AS1	4168
RAMP2	1115
VPS25	2391
WNK4	5287
COA3	1931
CNTD1	3347
BECN1	6414
MIR6781	64
PSME3	5154
AOC2	2677
AOC3	4524
AOC4P	3169
LINC00671	2167
RNU6-287P	98
G6PC1	4365
ENSG10010134911.1	128
AARSD1	3704
PTGES3L-AARSD1	2383
PTGES3L	2856
RUNDC1	4757
RPL27	2026
IFI35	1958
VAT1	3466
RND2	4368
BRCA1	9306
RPL21P4	479
NBR2	3048
AC135721.3	63
CTD-3199J23.6	300
RP11-242D8.1	8785
BRCA1P1	80
RP11-242D8.3	198
NBR1	8405
TMEM106A	3577
CCDC200	3282
RNU2-1	191
LINC00910	10895
CTD-3014M21.1	1321
RNU2-4P	192
RNU6-1137P	99
ARL4D	1578
RNU6-470P	104
MIR2117HG	506
MIR2117	80
RNU6-406P	107
RNU6-971P	106
AC087650.1	468
DHX8	10439
ETV4	3515
MEOX1	2674
LINC02594	1476
WHSC1L2P	2123
SOST	2296
DUSP3	4997
CFAP97D1	3761
RP5-905N1.2	494
MPP3	4491
CD300LG	4755
MPP2	6114
RP11-527L4.5	832
FAM215A	792
RP11-527L4.9	2430
RP11-527L4.6	521
LINC01976	434
PPY	995
PYY	1181
NAGS	2751
TMEM101	3029
LSM12	3116
G6PC3	4551
HDAC5	7618
RP11-546M21.6	359
RNU6-131P	107
HROB	3005
ASB16	2233
ASB16-AS1	3659
TMUB2	3709
ATXN7L3	5333
ATXN7L3-AS1	528
UBTF	6993
MIR6782	69
RP5-882C2.2	2012
SHC1P2	1469
SLC4A1	5125
RP5-1067M6.6	4061
RN7SL507P	296
RUNDC3A-AS1	5507
RNU6-453P	85
RUNDC3A	4904
SLC25A39	3526
RP5-1067M6.3	337
GRN	3524
FAM171A2	3570
RPL7L1P5	738
ITGA2B	5695
GPATCH8	9737
RN7SL258P	300
RP11-764D10.2	663
FZD2	3779
RP11-1072C15.7	325
SMCO4P1	177
LINC01180	2025
MEIOC	8611
CCDC43	2855
RP11-1072C15.4	2569
RP11-1072C15.6	3483
DBF4B	7146
RN7SL819P	270
RP11-1072C15.1	838
ADAM11	4813
CTC-296K1.3	562
CTC-296K1.4	587
GJC1	8716
HIGD1B	872
EFTUD2	10153
RN7SL405P	289
CCDC103	3895
FAM187A	3459
GFAP	11229
KIF18B	4717
MIR6783	64
KIF18B-DT	1028
NMT1	8564
C1QL1	1527
CTD-2534I21.9	259
DCAKD	2834
PLCD3	6748
MIR6784	67
ACBD4	3776
AC142472.6	1741
HEXIM1	3625
AC002117.1	696
HEXIM2	2008
RP13-890H12.2	2381
FMNL1-DT	3894
FMNL1	7479
CTD-2020K17.3	2293
EFCAB15P	1649
MAP3K14-AS1	5171
SPATA32	1928
MAP3K14	5668
RNA5SP443	132
CTB-39G8.2	386
ARHGAP27	10426
CTB-39G8.3	457
PLEKHM1	9233
AC091132.1	769
MIR4315-1	73
LRRC37A4P	7760
RP11-798G7.8	2262
RP11-798G7.5	547
RP11-798G7.6	2278
RP11-798G7.7	826
RDM1P1	470
DND1P1	1059
RP11-707O23.6	536
RP11-707O23.1	749
MAPK8IP1P2	1472
RPS26P8	348
LINC02210	15578
LINC02210-CRHR1	2771
RP11-293E1.2	517
RP11-293E1.1	560
CRHR1	3285
MAPT-AS1	7356
SPPL2C	2187
MAPT	15051
MAPT-IT1	3016
RP11-669E14.4	759
STH	445
KANSL1	23858
RP11-669E14.6	304
KANSL1-AS1	976
MAPK8IP1P1	1439
RP11-259G18.3	1056
RP11-259G18.1	674
ARL17B	10305
LRRC37A	6506
RN7SL656P	281
NSFP1	1471
RDM1P2	470
LRRC37A2	6756
ARL17A	6508
RN7SL199P	281
FAM215B	2183
NSF	5005
RPS7P11	586
WNT3	4266
WNT9B	6909
LINC01974	494
GOSR2-DT	395
RNU6ATAC3P	126
GOSR2	14366
RP11-156P1.2	1876
MIR5089	84
RPRML	1098
LRRC37A17P	5074
RP11-156P1.3	16607
RN7SL270P	281
CDC27	6824
RP5-867C24.1	803
RP5-867C24.4	1873
RP5-867C24.5	673
MYL4	1636
ITGB3	6340
RP11-290H9.2	2785
RNU7-186P	63
RP11-290H9.5	522
EFCAB13-DT	713
EFCAB13	6678
CTD-2026D20.2	513
MRPL45P2	2098
NPEPPS	12881
KPNB1-DT	1242
KPNB1	10305
RP11-138C9.1	267
TBKBP1	4280
TBX21	2625
OSBPL7	6572
MRPL10	2771
LRRC46	2819
SCRN2	2999
SP6	4045
RP11-6N17.1	816
RP11-6N17.2	2927
SP2-DT	4312
SP2	3642
SP2-AS1	2531
RP11-6N17.3	335
PNPO	5226
RP11-6N17.9	2801
RP11-6N17.6	527
PRR15L	1524
CDK5RAP3	6077
RP11-6N17.10	531
COPZ2	1866
MIR152	87
NFE2L1-DT	2933
NFE2L1	5883
RP5-890E16.4	192
RP5-890E16.5	590
CBX1	3044
RNU6-1201P	107
SNX11	4133
SKAP1	2646
MIR1203	85
SKAP1-AS1	687
RNU6-1152P	107
THRA1/BTR	1570
RP11-433M22.1	333
RP11-433M22.2	701
HOXB1	2486
HOXB2	2456
HOXB-AS1	1559
HOXB3	7425
HOXB-AS3	1913
HOXB-AS2	845
HOXB4	2002
RP11-357H14.16	2630
MIR10A	110
HOXB5	1859
HOXB6	2604
HOXB7	1520
HOXB8	2404
HOXB9	2586
HOXB-AS4	669
MIR196A1	70
RP11-357H14.17	1596
LINC02086	3858
CTD-2377D24.2	144
RPL9P28	579
COX6B1P2	230
PRAC1	382
PRAC2	640
ENSG10010138771.1	127
ENSG10010135762.1	81
MIR3185	68
HOXB13	3039
CTD-2377D24.4	532
TTLL6	5113
RN7SL125P	294
CALCOCO2	8303
SUMO2P17	897
ENSG10010138605.1	128
RP11-463M16.5	195
ATP5MC1	2615
RP11-501C14.9	301
UBE2Z	5715
SNF8	4995
AC091133.1	483
RNU1-42P	160
ENSG10010137419.1	104
GIP	716
RP11-501C14.5	428
IGF2BP1	9631
RP11-501C14.6	432
RNU6-826P	104
RP11-501C14.7	308
B4GALNT2P1	307
B4GALNT2	8961
RP11-708H21.1	468
GNGT2	1689
ABI3	2272
PHOSPHO1	2392
FLJ40194	5592
MIR6129	109
ZNF652	11813
RP11-1079K10.3	2377
RP11-81K2.1	382
RP11-1079K10.2	245
RP11-1079K10.1	372
PHB	5113
RP11-1079K10.4	963
EIF4EP2	654
LINC02075	1754
RP11-81K2.2	3578
NGFR	4141
RP5-1029K10.2	1221
MIR6165	84
RP5-1029K10.4	893
NXPH3	5635
SPOP	6506
SLC35B1	5898
RP11-613C6.2	575
FAM117A	3800
KAT7	11689
SRP14P3	327
RP11-304F15.7	416
TAC4	1001
RP11-304F15.3	2100
RP11-304F15.4	1816
RP11-304F15.6	395
RP11-304F15.5	698
RNU6-1313P	102
DLX4	3628
DLX3	2715
RP11-1094H24.3	586
PICART1	2533
ITGA3	9802
RP5-875H18.9	583
PDK2	5471
RP5-875H18.10	440
RP5-875H18.4	430
SAMD14	7294
PPP1R9B	4343
AC002401.1	468
RP11-893F2.13	547
RP11-893F2.14	1794
SGCA	3055
H1-9P	1219
COL1A1	9007
RP11-893F2.5	2604
RP11-893F2.15	578
SUMO2P7	285
TMEM92	3062
TMEM92-AS1	750
XYLT2	5472
RP11-893F2.18	2266
MRPL27	3020
EME1	3294
LRRC59	4540
RP1-117B12.4	715
ACSF2	5797
MRPS21P9	257
CHAD	1742
RP11-94C24.13	2573
RSAD1	4137
RP11-94C24.6	349
MYCBPAP	6515
RP11-94C24.8	1655
EPN3	4503
SPATA20	5337
CACNA1G-AS1	1579
CACNA1G	10062
RP11-94C24.11	156
CTB-22K21.2	510
ABCC3	9615
ANKRD40	4831
RP11-294J22.6	670
LUC7L3	8136
RP11-294J22.7	2151
ANKRD40CL	3663
MIR8059	81
RP11-294J22.8	1893
RP11-294J22.5	286
WFIKKN2	3800
RP11-506D12.5	457
RPL5P33	905
TOB1	2521
TOB1-AS1	3539
RP11-700H6.4	492
RP11-700H6.1	2054
RP11-700H6.2	1229
SPAG9	11966
RP11-481C4.1	332
NME1	3415
NME1-NME2	1241
NME2	2496
MBTD1	7184
RP11-481C4.2	3213
RP11-421E14.2	2170
UTP18	2703
LINC02071	1992
RP11-1018N14.3	650
RP11-1018N14.4	585
LINC02073	7433
RPL7P48	746
CA10	4437
CTB-43I4.1	2138
LINC01982	308
LINC02089	682
LINC02876	842
MTCO1P40	625
RP11-213B3.1	2368
RP11-146P2.1	708
CTD-2535P7.1	1183
CTD-2535P7.2	768
RP11-312B18.1	482
RPS2P48	882
KIF2B	2267
RP11-618P13.1	2389
ISCA1P3	373
RP11-581B19.1	771
RP11-372K20.1	495
ARL2BPP8	485
RN7SKP14	329
TOM1L1	7275
COX11	7103
RP11-257O5.2	1667
RP11-257O5.4	206
STXBP4	18055
HLF	6776
RP11-515O17.2	1740
RP11-515O17.3	1763
MMD	3193
SMIM36	3506
CTD-2033D24.2	1124
GARS1P1	719
RNU6-1249P	111
TMEM100	2906
PCTP	5808
RP11-763E3.1	585
ANKFN1	13047
RP11-502F1.2	153
RP11-502F1.1	2506
RPL39P33	156
NOG	1913
C17orf67	2434
RP11-347L15.1	429
DGKE	10925
TRIM25	12417
RNU6-1158P	107
RP11-670E13.3	181
RP11-670E13.5	538
MIR3614	86
RP11-670E13.6	348
COIL	3014
RP5-1107A17.3	549
RP5-1107A17.2	410
SCPEP1	3829
RP5-1107A17.4	2356
RNF126P1	1320
AKAP1-DT	1540
AKAP1	5340
RP11-166P13.4	4281
CTB-123J14.1	730
RP11-426D19.2	1017
MSI2	22248
RP11-426D19.1	2098
RP11-226M10.3	2074
RP11-118E18.2	563
RP11-118E18.1	587
RP11-118E18.4	1412
RN7SL449P	286
RNU7-134P	64
CCDC182	805
RP11-60A24.3	612
RN7SKP94	284
MRPS23	6379
CUEDC1	5666
RP11-343K8.3	459
RP11-159D12.11	179
VEZF1	4913
RP11-159D12.3	581
RP11-159D12.5	2270
RP11-159D12.2	5812
SRSF1	5781
RP11-159D12.6	1514
RP11-159D12.12	3048
DYNLL2-DT	6113
DYNLL2	6807
RP11-159D12.8	5808
OR4D1	5127
MSX2P1	773
OR4D2	2083
EPX	2719
RP11-506H21.5	652
MKS1	11285
LPO	6433
RP11-506H21.6	1505
RP5-1171I10.9	5569
MPO	3527
TSPOAP1	11389
TSPOAP1-AS1	3875
RP5-1171I10.5	1625
MIR142	87
MIR4736	47
SUPT4H1	2079
RP5-1171I10.8	5828
RNF43	6329
HSF5	4118
SETP3	813
MTMR4	7489
SEPTIN4-AS1	2477
SEPTIN4	10135
TEX14	5325
IGBP1P2	1486
RNU1-108P	161
CTD-2200P10.3	177
RNU1-52P	164
RNVU1-34	164
RAD51C	6068
RP11-579A4.1	286
PPM1E	6560
RNU6-518P	96
RP11-579O24.1	383
RP11-579O24.3	776
TRIM37	5482
RN7SL716P	268
AC099850.1	1338
SKA2	3233
RNU2-58P	183
MIR454	115
MIR301A	86
PRR11	6743
SPDYE22P	798
CTD-2510F5.6	557
CTD-2510F5.4	321
SMG8	3744
GDPD1	3913
SNRPGP17	214
YPEL2	8701
RP11-567L7.3	614
MIR4729	72
RP11-567L7.5	215
LINC01476	6507
RNU4-13P	141
DHX40	5906
RP11-758H9.2	1162
CLTC	11836
PTRH2	4738
VMP1	6854
RP11-619I22.1	223
MIR21	72
RNU6-450P	107
TUBD1	3333
NDUFB8P2	538
RPS6KB1	7697
RPS29P21	170
RP11-178C3.1	481
RNFT1	3399
TBC1D3P1-DHX40P1	1841
RNFT1-DT	2137
DHX40P1	1412
TBC1D3P1	1693
RP11-178C3.9	401
RP11-178C3.7	421
RP11-178C3.8	416
HEATR6	7045
MIR4737	81
RP11-178C3.6	1447
HEATR6-DT	699
WFDC21P	1099
CTD-2319I12.10	1161
CTD-2319I12.3	569
CTD-2319I12.4	3234
CTD-2319I12.9	421
CTD-2319I12.11	1233
CTD-2319I12.5	542
CA4	2418
USP32	9522
SCARNA20	131
RPL32P32	360
SEPTIN7P12	618
H3P42	382
C17orf64	1209
RPL12P38	2319
APPBP2	9890
RP11-15E18.5	361
RP11-15E18.1	1381
RP11-15E18.3	152
LINC01999	646
RPSAP66	606
PPM1D	5044
RNU6-623P	105
BCAS3	14101
RN7SL606P	293
AC111155.1	318
KRT18P61	1298
HMGN1P28	364
RN7SL448P	295
RP11-264B14.1	429
RP11-264B14.2	247
RPL23AP74	471
RP11-136H19.1	4221
RP11-332H18.7	393
RP11-332H18.5	470
RP11-332H18.3	1329
TBX2-AS1	1206
TBX2	6082
LINC02875	1530
TBX4	3996
RP11-15K2.2	552
NACA2	799
BRIP1	19639
INTS2	8627
MED13	12673
RP11-342K2.1	3819
RN7SL800P	280
RP11-342K2.2	1426
POLRMTP1	3668
RPL36AP47	843
RP11-51L5.4	216
TBC1D3P2	2116
RP11-51L5.5	1500
RP11-51L5.1	306
EFCAB3	3077
RP11-51L5.2	348
RNU7-52P	63
RPS23P7	444
METTL2A	6398
TLK2	14835
RP11-464D20.2	447
RP11-464D20.6	1707
CTD-3035K23.6	423
CTD-3035K23.7	1154
MRC2	6591
CTD-3035K23.3	1952
RNU6-446P	106
RP11-156L14.1	4862
MARCHF10	4920
RP11-156L14.2	1390
MARCHF10-DT	1811
PRELID3BP3	545
RP11-180P8.1	2992
MIR633	98
TRMT112P3	358
RP11-180P8.4	348
RP11-180P8.5	481
TANC2	22866
RP11-556O9.4	1036
RP11-556O9.2	478
DNAJB6P8	652
AC037445.1	656
RP11-269G24.2	562
RP11-269G24.8	556
AC015923.1	742
RP11-269G24.3	591
RP11-269G24.7	232
RP11-269G24.4	552
CYB561	5296
RP11-269G24.6	355
PPIAP55	490
ACE	8365
CTD-2501B8.1	4862
ACE3P	1973
KCNH6	4211
DCAF7	6572
RNU6-288P	104
TACO1	2347
RP11-51F16.9	413
MAP3K3	6109
EEF1DP7	513
STRADA	10860
LIMD2	4751
RP11-51F16.1	1824
RP11-51F16.8	2128
CCDC47	4354
DDX42	8521
FTSJ3	5204
PSMC5	4279
SMARCD2	3662
TCAM1P	3546
CSH2	1755
GH2	1156
RP11-630H24.3	409
CSH1	1660
RP11-630H24.4	237
CSHL1	1817
GH1	1197
CTC-264K15.5	1038
CD79B	2062
SCN4A	8243
CTC-264K15.6	502
PRR29-AS1	3579
PRR29	4143
ICAM2	3243
ERN1	19153
RP11-214C8.6	1434
SNHG25	278
SNORD104	70
ENSG10010139459.1	135
SNORA50C	133
TEX2	9053
RPL31P57	375
PECAM1	7741
ENSG00000265031	102
MILR1	1816
POLG2	4545
ATP5MFP4	267
DDX5	9311
MIR3064	66
MIR5047	100
CEP95	7771
SMURF2	7213
RP11-87N3.6	253
MICOS10P2	229
ARHGAP27P1-BPTFP1-KPNA2P3	3038
KPNA2P3	848
RP13-104F24.3	892
BPTFP1	492
RP11-927P21.4	96
PLEKHM1P1	8469
MIR6080	66
MIR4315-2	73
RNU7-115P	55
RP11-927P21.7	343
LRRC37A3	7823
RN7SL404P	281
RP11-927P21.8	91
RP11-927P21.9	118
RP11-927P21.1	1357
RP11-927P21.2	560
RDM1P4	136
RP11-583F2.1	968
RP11-927P21.6	257
RP11-583F2.7	625
RP11-927P21.11	112
RP11-583F2.2	2474
RP11-583F2.6	112
SLC16A6P1	1059
AMZ2P1	3858
GNA13	6431
RP11-583F2.5	537
RGS9	7051
RP11-169I9.2	164
LINC02563	277
AXIN2	5227
CTD-2535L24.2	1616
CEP112	7899
GS1-531I17.3	310
GS1-531I17.2	482
PSMD7P1	546
APOH	1332
RNA5SP444	106
RP11-4F22.3	606
PRKCA	11175
RN7SL735P	292
PRKCA-AS1	2647
RNU6-928P	104
RNA5SP445	115
AC006947.1	484
MIR634	97
CACNG5	10576
RNA5SP446	82
CACNG4	3583
RP11-349A8.3	460
RP11-74H8.1	229
CACNG1	1302
HELZ	15680
RP11-401F2.4	380
RPL36AP48	314
RP11-401F2.5	2511
HELZ-AS1	689
RNA5SP447	119
ENSG10010135594.1	139
RP11-401F2.2	234
PSMD12	5342
PITPNC1	7819
RN7SL756P	268
MIR548D2	97
MIR548AA2	97
CTD-2653B5.1	612
RP11-360N9.2	2546
RP11-360N9.3	1200
RP11-360N9.5	748
NOL11	4615
SNORA38B	131
RPSAP67	862
RPL17P41	541
BPTF	15119
RP11-855A2.3	709
RP11-855A2.1	1978
RP11-855A2.2	2139
RN7SL622P	275
C17orf58	2436
KPNA2	7365
FBXO36P1	471
AC145343.2	1378
LINC00674	734
LRRC37A16P	3815
RP11-147L13.11	2921
RP11-147L13.12	446
RP11-147L13.13	2735
SH3GL1P3	930
RDM1P3	579
RP11-147L13.14	619
RP11-147L13.8	2919
ARHGAP27P2	676
AMZ2	5164
RP11-147L13.15	2005
RP11-147L13.2	1310
ARSG	6583
SLC16A6	4061
RP11-120M18.2	1863
WIPI1	3403
MIR635	98
PRKAR1A	6821
FAM20A	6181
RP11-120M18.5	384
LINC01482	3686
RP11-118B18.3	786
RP11-118B18.2	518
ABCA8	11246
ABCA9-AS1	2990
ABCA9	9024
ABCA6	14158
SEC24AP1	1211
MIR4524B	115
MIR4524A	69
ABCA10	8405
PRO1804	2050
RP11-293K20.5	511
ABCA5	13158
SNRPGP4	229
ENSG10010134316.1	86
MAP2K6	16660
CTD-3022L24.1	2450
RP1-193H18.3	584
LINC01483	4454
RP1-200G19.1	181
LINC01497	2673
AC002539.1	1100
LINC01028	1163
KCNJ16	6340
KCNJ2-AS1	2442
KCNJ2	5576
CALM2P1	438
CTD-2378E21.1	734
RP11-1058G23.1	349
RP11-238F2.1	627
RP11-1003J3.1	1256
CASC17	2887
RNU7-155P	63
AC118653.2	570
MYL6P5	459
RP11-166M16.1	2188
RP11-465C12.1	703
ROCR	3586
LINC01152	4164
RP11-84E24.4	2177
SOX9-AS1	15844
LINC02097	4848
SOX9	3931
LINC00511	27654
LINC02003	2494
RP11-57A1.1	833
RPL32P33	394
CTD-3010D24.3	889
SLC39A11	5583
RN7SKP180	330
ENSG10010139303.1	137
RP11-171G2.1	624
ATG12P1	419
POLR3KP2	325
RP11-143K11.5	588
SSTR2	7854
COG1	5317
RP11-143K11.7	464
FAM104A	3162
C17orf80	4675
RP11-661C3.2	321
CPSF4L	1528
CDC42EP4	4837
SDK2	11963
RP11-449L23.2	4838
RP11-277J6.2	173
RP11-277J6.3	403
CTD-2532D12.4	2458
LINC00469	2328
LINC02092	3077
CTD-2532D12.5	1027
CTD-2582D11.1	419
CTD-2582D11.3	1799
CTD-2582D11.2	1021
LINC02074	2181
RPL38	3829
MGC16275	2621
TTYH2	5318
CTD-2514K5.4	513
DNAI2	2864
RP11-647F2.2	651
KIF19	5640
BTBD17	1727
GPR142	1608
RNA5SP448	111
GPRC5C	7534
CD300A	2701
CD300LB	2721
CD300C	1524
AC079325.5	857
CD300H	606
CD300LD	1303
C17orf77	2778
CTD-2006K23.1	3602
CD300E	3754
CTD-2006K23.2	3373
RAB37	5072
CD300LF	2161
SLC9A3R1-AS1	565
MIR3615	87
SLC9A3R1	2339
NAT9	4067
TMEM104	4941
GRIN2C	8584
FDXR	3599
FADS6	2858
USH1G	3559
OTOP2	3001
OTOP3	2337
HID1	6197
HID1-AS1	815
CDR2L	3536
MRPL58	1108
RNU6-362P	90
KCTD2	5279
ATP5PD	3231
RN7SL573P	276
RP11-1112G13.3	130
TRIM80P	2848
SLC16A5	3089
ARMC7	2830
NT5C	1533
RP11-649A18.3	2161
JPT1	3406
RP11-649A18.5	400
RP11-649A18.4	717
SUMO2	3348
NUP85	5193
GGA3	6467
MRPS7	3327
MIF4GD	3675
MIF4GD-DT	2527
SLC25A19	3316
GRB2	4716
AC011933.2	321
RP11-16C1.3	403
RP11-16C1.2	2790
RP11-16C1.1	372
MIR3678	94
RNU6-938P	103
TMEM94	9045
MIR6785	81
CASKIN2	5777
TSEN54	4505
LLGL2	7939
MYO15B	13109
RECQL5	8766
SMIM5	5117
SMIM6	1149
SAP30BP	8133
RP11-474I11.8	352
RP11-474I11.7	637
ITGB4	6761
GALK1	2416
H3-3B	6134
MIR4738	87
UNK	5540
RP11-552F3.4	890
UNC13D	7485
WBP2	5399
TRIM47	3145
RP11-552F3.9	3175
TRIM65	3900
RP11-552F3.10	1419
MRPL38	3342
RP11-552F3.12	5062
FBF1	6730
ACOX1	8286
RP11-552F3.13	230
TEN1-CDK3	3898
TEN1	1283
CDK3	1803
EVPL	7364
SRP68	7505
ZACN	4307
GALR2	1373
EXOC7	10116
RP11-449J21.3	1362
MIR6868	58
FOXJ1	2587
RNF157-AS1	4398
RNF157	7913
ATP5MGP6	153
ATF4P3	1056
UBALD2	1650
QRICH2	6070
PRPSAP1	6747
RNU6-24P	107
RP11-794C22.2	321
SPHK1	4416
UBE2O	6413
RPL7P49	708
AANAT	2156
RHBDF2	7055
CYGB	2753
PRCD	5294
RP11-666A8.8	1494
RP11-666A8.7	570
RP11-666A8.12	399
SNHG16	5364
SNORD1C	78
SNORD1B	84
SNORD1A	72
RP11-666A8.13	5654
ST6GALNAC2	3002
RP11-666A8.9	1449
RP11-666A8.11	189
RP11-666A8.14	516
ST6GALNAC1	3396
RNU6-227P	103
RP11-318A15.2	1717
MXRA7	9248
RNY4P36	96
RP11-318A15.8	286
JMJD6	5969
ENSG10010136777.1	181
METTL23	1914
RP11-318A15.7	479
SRSF2	2976
MFSD11	6587
MIR636	99
RNU6-97P	104
LINC02080	3085
CTD-2246P4.3	1852
LINC00868	1383
MGAT5B	6438
RP11-87G24.3	969
RP11-87G24.6	722
RP11-87G24.2	3246
SNHG20	6087
SEC14L1	10356
SCARNA16	187
MIR6516	81
RNU4-47P	114
CYCSP40	294
SEPTIN9-DT	1348
RP11-285E9.5	597
SEPTIN9	13772
RP11-936I5.1	3419
RP11-936I5.5	1070
MIR4316	71
RP11-75C10.6	2464
RP11-75C10.7	768
RP11-75C10.9	1132
RP11-13K12.2	7507
RP11-13K12.1	5079
RP11-13K12.7	2165
RP11-13K12.5	1767
RP11-13K12.6	1099
RP11-316M20.3	4431
LINC01987	2281
LINC01973	5240
RNU1-80P	161
TNRC6C	11111
RP11-637C24.5	435
UBE2V2P2	504
RNU6-625P	107
TMC6	11730
TMC8	5459
C17orf99	2763
EIF5AP2	1047
SYNGR2	4051
TK1	1845
AFMID	4048
RP11-219G17.6	291
BIRC5	3815
TMEM235	2602
RP11-219G17.9	792
THA1P	1145
RP11-219G17.8	587
LINC01993	2934
AC061992.2	1145
SOCS3	2734
SOCS3-DT	1188
RN7SL236P	284
PGS1	5058
ENSG10010135223.1	129
DNAH17	16110
DNAH17-AS1	7659
RP11-559N14.6	582
RN7SL454P	243
SCAT1	4576
CYTH1	7754
CTD-2357A8.2	714
RNU6-638P	104
USP36	9235
RP11-323N12.6	882
RPL9P29	593
TIMP2	5633
RP11-323N12.5	367
CEP295NL	2759
CTD-2373H9.3	2889
CTD-2373H9.5	945
LGALS3BP	3422
CANT1	4422
C1QTNF1-AS1	2062
C1QTNF1	4755
ENGASE	6288
RBFOX3	9873
RP11-398J5.1	547
CH17-351M24.1	4204
MIR4739	74
LINC02078	4237
ENPP7	3522
CBX2	5671
CBX8	4125
RP11-353N14.1	607
LINC01977	3495
CBX4	2891
RP11-353N14.3	324
LINC01979	5271
LINC01978	2414
TBC1D16	11579
RP11-353N14.7	330
CTD-2529O21.1	443
CTD-2529O21.2	418
CCDC40	9961
MIR1268B	50
GAA	5236
EIF4A3	5780
RP11-334C17.3	1347
RP11-334C17.6	172
CARD14	9509
RP11-334C17.5	5122
SGSH	6661
SLC26A11	4903
RNF213	28570
CTD-2047H16.2	653
CTD-2047H16.5	526
CTD-2047H16.3	2161
RNF213-AS1	6584
ENDOV	7253
MIR4730	76
CTD-2526A2.2	995
CTD-2526A2.4	2143
NPTX1	7020
CTD-2526A2.5	175
CTD-2526A2.6	156
RPL32P31	403
RPTOR	10302
RPL31P7	378
RP11-28G8.1	3204
RP11-28G8.2	2402
CTD-2561B21.4	494
CTD-2561B21.3	549
CTD-2561B21.5	4207
RPL12P37	495
CHMP6	2118
CTD-2561B21.7	455
CTD-2561B21.8	1798
CTD-2561B21.11	2295
CTD-2561B21.10	368
BAIAP2-DT	4773
BAIAP2	10294
AATK	13177
MIR657	98
MIR3065	79
MIR338	67
MIR1250	113
RP11-149I9.2	362
PVALEF	1805
CEP131	3966
RP11-455O6.2	805
TEPSIN	4762
AC027601.1	4506
NDUFAF8	1339
SLC38A10	7907
RP11-455O6.8	610
RP11-455O6.5	2482
LINC00482	2197
TMEM105	3794
RENO1	6784
RP11-1055B8.2	665
RP11-1055B8.3	3727
RP11-1055B8.10	352
RP11-1055B8.4	1628
BAHCC1	13491
RP11-1055B8.1	1536
MIR4740	63
MIR3186	85
RP11-1055B8.8	424
LINC01971	1048
ACTG1	4052
RP13-766D20.2	957
FSCN2	2038
FAAP100	5353
NPLOC4	9540
TSPAN10	4745
PDE6G	1095
OXLD1	1600
CCDC137	2389
ARL16	2457
HGS	10849
MIR6786	113
RP13-1032I1.11	690
RP13-1032I1.7	1977
MRPL12	1009
RP13-1032I1.10	1922
SLC25A10	2621
GCGR	3236
MCRIP1	3726
PPP1R27	1449
P4HB	11132
RP11-498C9.2	529
RP11-498C9.4	325
RP11-498C9.3	762
ARHGDIA	2875
RP11-498C9.15	2682
RP11-498C9.16	782
ALYREF	1583
ANAPC11	4027
NPB	2161
PCYT2	6872
SIRT7	6134
MAFG	5241
RP11-498C9.12	563
MAFG-DT	1895
PYCR1	2886
RP11-498C9.13	450
MYADML2	2452
AC137723.5	691
NOTUM	2913
RP11-498C9.17	958
ASPSCR1	12097
CENPX	1531
LRRC45	3603
RAC3	1473
DCXR	1879
RP11-1182P23.5	398
DCXR-DT	709
RFNG	3865
GPS1	6155
DUS1L	5999
FASN	9321
CCDC57	12394
RP11-1376P16.2	555
RP11-1376P16.1	345
RP13-516M14.2	2368
SLC16A3	9236
MIR6787	61
CSNK1D	11024
RP13-516M14.10	629
RP13-516M14.8	2778
RP13-516M14.11	4273
LINC01970	1810
RP13-516M14.1	1195
CD7	2741
SECTM1	2909
TEX19	1935
RP13-20L14.2	848
UTS2R	3685
RP13-20L14.1	360
OGFOD3	6404
RP13-20L14.4	680
HEXD	4541
HEXD-IT1	1813
CYBC1	7237
RP13-20L14.11	1303
NARF-AS2	1097
NARF	7919
RP13-20L14.10	1655
NARF-AS1	838
NARF-IT1	769
FOXK2	9986
RP13-638C3.6	456
RP13-638C3.2	594
RP13-638C3.3	318
RP13-638C3.4	1190
WDR45B	3542
RP13-638C3.5	1809
RAB40B	6164
MIR4525	75
